file,family,size_bytes,rows,columns,schema_id,null_cells,null_counts
data/raw/rent/202305/26380.parquet,raw/rent,26998,366,27,f9ddc1e469,24,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":24,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202305/26410.parquet,raw/rent,23369,207,27,f9ddc1e469,10,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":10,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202305/26440.parquet,raw/rent,25326,588,27,f9ddc1e469,6,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":6,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202305/26470.parquet,raw/rent,26703,447,27,f9ddc1e469,27,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":27,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202305/26500.parquet,raw/rent,26213,382,27,f9ddc1e469,29,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":29,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202305/26530.parquet,raw/rent,22886,253,27,f9ddc1e469,11,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":11,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202305/26710.parquet,raw/rent,24875,305,27,f9ddc1e469,25,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":25,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26110.parquet,raw/rent,16034,21,27,f9ddc1e469,8,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":8,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26140.parquet,raw/rent,19769,122,27,f9ddc1e469,42,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":42,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26170.parquet,raw/rent,20903,261,27,f9ddc1e469,22,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":22,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26200.parquet,raw/rent,18795,104,27,f9ddc1e469,13,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":13,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26230.parquet,raw/rent,37164,726,27,f9ddc1e469,74,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":54,""roadnmbonbun"":5,""roadnmbubun"":5,""roadnmcd"":5,""roadnmseq"":0,""roadnmsggcd"":5,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26260.parquet,raw/rent,27534,364,27,f9ddc1e469,58,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":58,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26290.parquet,raw/rent,27415,421,27,f9ddc1e469,9,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":9,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26320.parquet,raw/rent,27472,538,27,f9ddc1e469,34,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":34,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26350.parquet,raw/rent,35950,755,27,f9ddc1e469,2,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":2,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26380.parquet,raw/rent,26147,341,27,f9ddc1e469,17,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":17,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26410.parquet,raw/rent,23242,202,27,f9ddc1e469,5,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":5,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26440.parquet,raw/rent,25446,618,27,f9ddc1e469,12,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":12,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26470.parquet,raw/rent,26355,358,27,f9ddc1e469,29,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":29,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26500.parquet,raw/rent,26354,394,27,f9ddc1e469,21,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":21,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26530.parquet,raw/rent,24336,313,27,f9ddc1e469,20,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":20,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202306/26710.parquet,raw/rent,24370,290,27,f9ddc1e469,29,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":29,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26110.parquet,raw/rent,16155,19,27,f9ddc1e469,4,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":4,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26140.parquet,raw/rent,19489,105,27,f9ddc1e469,30,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":30,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26170.parquet,raw/rent,20279,237,27,f9ddc1e469,27,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":27,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26200.parquet,raw/rent,19207,105,27,f9ddc1e469,25,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":25,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26230.parquet,raw/rent,37931,821,27,f9ddc1e469,61,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":61,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26260.parquet,raw/rent,26578,316,27,f9ddc1e469,30,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":30,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26290.parquet,raw/rent,26607,369,27,f9ddc1e469,11,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":11,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26320.parquet,raw/rent,25785,337,27,f9ddc1e469,26,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":26,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26350.parquet,raw/rent,35720,749,27,f9ddc1e469,2,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":2,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26380.parquet,raw/rent,26584,359,27,f9ddc1e469,19,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":19,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26410.parquet,raw/rent,23223,211,27,f9ddc1e469,3,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":3,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26440.parquet,raw/rent,25212,614,27,f9ddc1e469,8,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":8,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26470.parquet,raw/rent,24965,334,27,f9ddc1e469,26,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":26,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26500.parquet,raw/rent,25137,331,27,f9ddc1e469,30,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":30,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26530.parquet,raw/rent,22361,212,27,f9ddc1e469,15,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":15,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202307/26710.parquet,raw/rent,24579,304,27,f9ddc1e469,38,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":38,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26110.parquet,raw/rent,15991,18,27,f9ddc1e469,6,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":6,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26140.parquet,raw/rent,19862,174,27,f9ddc1e469,34,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":34,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26170.parquet,raw/rent,19730,193,27,f9ddc1e469,14,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":14,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/rent/202308/26200.parquet,raw/rent,19986,150,27,f9ddc1e469,33,"{""aptNm"":0,""aptSeq"":0,""buildYear"":0,""contractTerm"":0,""contractType"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""deposit"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""monthlyRent"":0,""preDeposit"":0,""preMonthlyRent"":0,""roadnm"":0,""roadnmbcd"":33,""roadnmbonbun"":0,""roadnmbubun"":0,""roadnmcd"":0,""roadnmseq"":0,""roadnmsggcd"":0,""sggCd"":0,""umdNm"":0,""useRRRight"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
