file,family,size_bytes,rows,columns,schema_id,null_cells,null_counts
data/raw/trade/202409/26470.parquet,raw/trade,26520,161,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202409/26500.parquet,raw/trade,23827,85,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202409/26530.parquet,raw/trade,24735,125,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202409/26710.parquet,raw/trade,24793,118,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26110.parquet,raw/trade,19592,10,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26140.parquet,raw/trade,24011,101,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26170.parquet,raw/trade,22017,55,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26200.parquet,raw/trade,21851,44,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26230.parquet,raw/trade,35472,375,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26260.parquet,raw/trade,30243,274,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26290.parquet,raw/trade,28535,222,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26320.parquet,raw/trade,29247,265,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26350.parquet,raw/trade,33598,349,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26380.parquet,raw/trade,28388,200,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26410.parquet,raw/trade,27216,152,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26440.parquet,raw/trade,24021,139,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26470.parquet,raw/trade,27580,184,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26500.parquet,raw/trade,25692,129,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26530.parquet,raw/trade,26706,171,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202410/26710.parquet,raw/trade,25639,149,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26110.parquet,raw/trade,19749,13,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26140.parquet,raw/trade,23321,96,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26170.parquet,raw/trade,20985,34,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26200.parquet,raw/trade,22422,57,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26230.parquet,raw/trade,31548,263,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26260.parquet,raw/trade,27914,206,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26290.parquet,raw/trade,27670,199,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26320.parquet,raw/trade,27576,201,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26350.parquet,raw/trade,29383,222,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26380.parquet,raw/trade,27609,168,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26410.parquet,raw/trade,25068,118,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26440.parquet,raw/trade,23469,127,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26470.parquet,raw/trade,27151,183,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26500.parquet,raw/trade,26537,197,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
data/raw/trade/202411/26530.parquet,raw/trade,25858,134,34,71e8044392,0,"{""aptDong"":0,""aptNm"":0,""aptSeq"":0,""bonbun"":0,""bubun"":0,""buildYear"":0,""buyerGbn"":0,""cdealDay"":0,""cdealType"":0,""dealAmount"":0,""dealDay"":0,""dealMonth"":0,""dealYear"":0,""dealingGbn"":0,""estateAgentSggNm"":0,""excluUseAr"":0,""floor"":0,""jibun"":0,""landCd"":0,""landLeaseholdGbn"":0,""rgstDate"":0,""roadNm"":0,""roadNmBonbun"":0,""roadNmBubun"":0,""roadNmCd"":0,""roadNmSeq"":0,""roadNmSggCd"":0,""roadNmbCd"":0,""sggCd"":0,""slerGbn"":0,""umdCd"":0,""umdNm"":0,""lawd_cd"":0,""requested_deal_ymd"":0}"
