internal_complex_id,complex_name,sigungu,dong,households,approval_date,apartment_age,parking_total,parking_per_household,transactions_3m,transactions_6m,transactions_12m,area_variety,latitude,longitude,road_address,provisional,turnover_12m,price_84,price_84_per_3_3sqm,price_change_3m,price_change_6m,price_change_12m,rolling_peak,drawdown_from_peak,rolling_trough,recovery_from_trough,sample_count,low_sample_flag
A61484004,협성피닉스타운,부산진구,부암동,774.0,1993-12-10,32,704.0,0.9095607235142119,2.0,3.0,8.0,2,35.1729756707124,129.036945657457,부산광역시 부산진구 당감로 118,True,0.0103359173126615,,,,0.2551724137931035,-0.08256880733944949,248000000.0,-0.2661290322580645,140000000.0,0.30000000000000004,1.0,True
A61484005,화승,부산진구,부암동,1811.0,1997-03-29,29,1834.0,1.0127001656543346,9.0,27.0,73.0,3,35.1684027431243,129.037323992928,부산광역시 부산진구 당감로 79,True,0.04030922142462728,347500000.0,13529377.064653136,0.10317460317460325,0.037277147487844386,-0.014855355746677068,440000000.0,-0.1477272727272727,273000000.0,0.37362637362637363,17.0,False
A61484701,한솔폴라리스,부산진구,부전동,358.0,2005-05-20,21,217.0,0.6061452513966481,5.0,7.0,13.0,3,35.157122313948,129.053894882017,부산광역시 부산진구 가야대로 754,True,0.036312849162011177,,,,,,,,,,,
A61485301,양정삼성타워,부산진구,양정동,150.0,2000-11-14,25,96.0,0.64,2.0,3.0,9.0,2,35.1713651435274,129.071244396435,부산광역시 부산진구 양지로5번길 60,True,0.06,,,,,0.07073791348600511,295000000.0,-0.1084745762711864,210000000.0,0.2523809523809524,0.0,True
A61485902,유림노르웨이숲,부산진구,연지동,191.0,2006-04-26,20,193.0,1.0104712041884816,1.0,3.0,6.0,2,35.1752550133221,129.055511349615,부산광역시 부산진구 성지로62번길 8,True,0.031413612565445025,,,,-0.06666666666666665,-0.045454545454545414,395500000.0,-0.20353982300884954,270000000.0,0.16666666666666674,1.0,True
A61485904,청구,부산진구,연지동,451.0,2000-07-19,26,528.0,1.170731707317073,4.0,8.0,17.0,3,35.1757799714938,129.056326765076,부산광역시 부산진구 성지로62번길 10,True,0.037694013303769404,265000000.0,10289445.817154959,-0.11073825503355705,,-0.02510822510822508,370000000.0,-0.28378378378378377,229000000.0,0.1572052401746724,2.0,True
A61485906,연지2청구,부산진구,연지동,554.0,2002-09-05,24,525.0,0.9476534296028881,6.0,13.0,27.0,3,35.174113118202,129.05714237943,부산광역시 부산진구 동평로291번길 30-17,True,0.048736462093862815,265000000.0,10322237.960339943,0.07942973523421593,0.0040000000000000036,0.08568329718004342,338000000.0,-0.21597633136094674,210000000.0,0.26190476190476186,7.0,False
A61486001,경동,부산진구,연지동,176.0,2005-05-31,21,175.0,0.9943181818181818,1.0,5.0,13.0,3,35.1688839295904,129.046965735384,부산광역시 부산진구 초연로21번길 102,True,0.07386363636363637,230000000.0,8962255.796241518,0.03139013452914807,0.029885057471264354,-0.004444444444444473,300000000.0,-0.23333333333333328,200000000.0,0.1499999999999999,5.0,False
A61486005,연지자이,부산진구,연지동,547.0,2007-12-18,18,686.0,1.2541133455210238,0.0,5.0,13.0,3,35.1704728032631,129.048429217295,부산광역시 부산진구 동평로183번길 67,True,0.02376599634369287,,,,0.1499999999999999,0.0059880239520957446,578000000.0,-0.2145328719723183,315000000.0,0.44126984126984126,4.0,False
A61486008,세동한신,부산진구,연지동,789.0,1995-12-27,30,622.0,0.788339670468948,3.0,13.0,28.0,3,35.1717840601458,129.048936674435,부산광역시 부산진구 새싹로 183,True,0.035487959442332066,316000000.0,12271122.617086371,0.05333333333333323,0.025210084033613356,0.04166666666666674,425000000.0,-0.2564705882352941,245000000.0,0.28979591836734686,6.0,False
