internal_complex_id,complex_name,sigungu,dong,households,approval_date,apartment_age,parking_total,parking_per_household,transactions_3m,transactions_6m,transactions_12m,area_variety,latitude,longitude,road_address,provisional,turnover_12m,price_84,price_84_per_3_3sqm,price_change_3m,price_change_6m,price_change_12m,rolling_peak,drawdown_from_peak,rolling_trough,recovery_from_trough,sample_count,low_sample_flag,previous_6m_transactions,volume_increasing,trend_stabilizing,watch_label
A61678706,럭키,북구,만덕동,900.0,1991-08-03,35,601.0,0.6677777777777778,2.0,11.0,18.0,2,35.2079235626477,129.028112471704,부산광역시 북구 덕천로 194,True,0.02,155000000.0,6069055.52918842,0.14814814814814814,0.18367346938775508,-0.07801418439716312,224000000.0,-0.3080357142857143,117000000.0,0.32478632478632474,9.0,False,7.0,True,True,시장회복 관찰대상
A61678804,럭키2,북구,만덕동,714.0,1992-07-07,34,507.0,0.7100840336134454,5.0,12.0,21.0,1,35.2098416026819,129.027896884029,부산광역시 북구 덕천로234번길 34,True,0.029411764705882353,186000000.0,7226277.372262773,0.03333333333333344,-0.02659574468085102,0.012413793103448256,274000000.0,-0.3065693430656934,158000000.0,0.20253164556962022,12.0,False,9.0,True,True,시장회복 관찰대상
A61680707,구포현대,북구,구포동,1741.0,1994-02-28,32,918.0,0.527283170591614,12.0,27.0,51.0,3,35.1955368874101,128.993534496345,부산광역시 북구 백양대로 1003,True,0.02929350947731189,220000000.0,8558898.868391734,-0.08902691511387162,-0.08775409023301939,0.006250000000000089,368000000.0,-0.42934782608695654,184500000.0,0.1382113821138211,9.0,False,24.0,True,True,시장회복 관찰대상
A61777312,반도보라타운,사상구,학장동,998.0,1994-08-29,32,945.0,0.9468937875751503,10.0,18.0,23.0,3,35.137291276807,128.979171839774,부산광역시 사상구 대동로 98,True,0.023046092184368736,198500000.0,7715547.703180211,0.06149732620320858,0.0332446808510638,-0.08653846153846156,250000000.0,-0.24,150000000.0,0.2666666666666666,8.0,False,5.0,True,True,시장회복 관찰대상
A61777903,덕포경동메르빌,사상구,덕포동,517.0,2013-06-25,13,577.0,1.11605415860735,5.0,11.0,21.0,2,35.1709535797598,128.990175265967,부산광역시 사상구 덕상로 8-37,True,0.04061895551257253,265000000.0,10618585.74280316,-0.016697588126159513,-0.011029411764705843,0.011257035647279645,325000000.0,-0.18461538461538463,240000000.0,0.10416666666666674,4.0,False,10.0,True,True,시장회복 관찰대상
A61870410,명지두산위브포세이돈,강서구,명지동,1256.0,2013-03-15,13,1449.0,1.1536624203821657,7.0,26.0,48.0,3,35.0839998406513,128.896736933411,부산광역시 강서구 명지오션시티11로 22,True,0.03821656050955414,320000000.0,12426584.889696408,0.0015649452269170805,0.05354200988467883,-0.06578947368421051,540000000.0,-0.3379629629629629,251000000.0,0.4243027888446216,23.0,False,22.0,True,True,시장회복 관찰대상
A61990514,한신,기장군,기장읍동부리,1131.0,1995-05-18,31,612.0,0.5411140583554377,10.0,20.0,39.0,3,35.2493632613563,129.215284348333,부산광역시 기장군 차성로344번길 13,True,0.034482758620689655,240000000.0,9319291.639701124,0.08108108108108114,-0.06948640483383683,0.046739130434782616,323500000.0,-0.19629057187016996,181000000.0,0.43646408839779016,7.0,False,19.0,True,True,시장회복 관찰대상
A61996104,서희스타힐스,기장군,정관읍방곡리,444.0,2011-04-25,15,494.0,1.1126126126126126,4.0,8.0,14.0,2,35.32637849695,129.188621802049,부산광역시 기장군 방곡3로 11,True,0.03153153153153153,229000000.0,8940021.29421507,0.020044543429844186,0.040909090909091006,-0.05672268907563027,308000000.0,-0.25649350649350644,195000000.0,0.1743589743589744,3.0,False,6.0,True,True,시장회복 관찰대상
A61996114,동일스위트3차,기장군,정관읍모전리,1500.0,2014-05-30,12,1867.0,1.2446666666666666,7.0,32.0,61.0,3,35.3373572475758,129.164573512814,부산광역시 기장군 모전1길 9,True,0.04066666666666666,300000000.0,11658388.033547893,0.05263157894736836,-0.03865546218487392,0.010526315789473717,374500000.0,-0.1989319092122831,224000000.0,0.3392857142857142,10.0,False,29.0,True,True,시장회복 관찰대상
TRADE_1848E3DFD2B3,협성,사상구,모라동,,,,,,2.0,4.0,4.0,4,,,,True,,117000000.0,4688809.278037525,0.11428571428571432,,,150000000.0,-0.21999999999999997,105000000.0,0.11428571428571432,3.0,False,0.0,True,True,시장회복 관찰대상
TRADE_45E83CD82A76,태성캐슬,북구,구포동,,,,,,3.0,5.0,8.0,1,,,,True,,239000000.0,9287356.971523248,0.017021276595744705,0.017316017316017396,-0.02083333333333337,295000000.0,-0.15254237288135597,210000000.0,0.19047619047619047,5.0,False,3.0,True,True,시장회복 관찰대상
TRADE_4E0A405B984D,삼한사랑채,남구,문현동,,,,,,3.0,6.0,11.0,1,,,,True,,271875000.0,10556388.98693964,-0.018058690744920947,-0.007755474452554756,0.037690839694656475,320000000.0,-0.14453125,228500000.0,0.19803063457330405,6.0,False,5.0,True,True,시장회복 관찰대상
TRADE_71B0213E600C,일광한신더휴센트럴포레1단지,기장군,일광읍삼성리,,,,,,6.0,13.0,25.0,3,,,,True,,471250000.0,18309136.996671654,0.013440860215053752,-0.04173106646058733,-0.008528784648187626,557000000.0,-0.1840215439856373,406800000.0,0.11725663716814161,7.0,False,12.0,True,True,시장회복 관찰대상
