internal_complex_id,complex_name,sigungu,dong,jibun,sido,region_code,region_key,region_name,region_level_1,region_level_2,market_area,is_busan,is_satellite,households,approval_date,apartment_age,parking_total,parking_per_household,transactions_3m,transactions_6m,transactions_12m,area_variety,latitude,longitude,road_address,provisional,turnover_12m,price_84,price_84_per_3_3sqm,price_change_3m,price_change_6m,price_change_12m,rolling_peak,drawdown_from_peak,rolling_trough,recovery_from_trough,sample_count,low_sample_flag
A60775306,동래럭키,동래구,온천동,707,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,1536.0,1983-04-04,43,668.0,0.4348958333333333,2.0,11.0,34.0,2,35.2098418293523,129.074414771081,부산광역시 동래구 충렬대로107번길 54,True,0.022135416666666668,865000000.0,33725189.03591682,0.005813953488372103,0.05263157894736836,0.0789808917197452,1235000000.0,-0.2995951417004049,660000000.0,0.31060606060606055,7.0,False
A60775407,동원로얄듀크,동래구,낙민동,94-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,632.0,1998-12-29,27,645.0,1.0205696202531647,3.0,9.0,14.0,3,35.1929250056465,129.097170579909,부산광역시 동래구 온천천로399번길 14,True,0.022151898734177215,400000000.0,15533066.6039068,-0.017199017199017175,0.022784810126582178,-0.014634146341463428,498000000.0,-0.19678714859437751,295000000.0,0.35593220338983045,3.0,False
A60775502,동래벽산,동래구,낙민동,92-9,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,420.0,1997-02-15,29,323.0,0.7690476190476191,1.0,5.0,17.0,2,35.1952930290739,129.097192492084,부산광역시 동래구 안남로 47,True,0.04047619047619048,284000000.0,11038869.25795053,-0.1708029197080292,-0.09202898550724636,-0.04195804195804198,465000000.0,-0.389247311827957,254500000.0,0.11591355599214137,3.0,False
A60775605,동래우성,동래구,낙민동,83-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,531.0,1997-08-04,29,484.0,0.911487758945386,2.0,7.0,19.0,4,35.1949681839736,129.093401358964,부산광역시 동래구 안남로 9,True,0.035781544256120526,,,,-0.08714285714285719,0.09395424836601318,397500000.0,-0.19622641509433958,235000000.0,0.3595744680851063,1.0,True
A60775701,중앙하이츠1,동래구,낙민동,91-2,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,330.0,1994-09-30,31,191.0,0.5787878787878787,0.0,4.0,16.0,2,35.1951138337049,129.09650329891,부산광역시 동래구 안남로31번길 10,True,0.048484848484848485,,,,0.06875000000000009,0.01846153846153853,410000000.0,-0.1658536585365854,237000000.0,0.4430379746835442,1.0,True
A60776006,한양,동래구,낙민동,172,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,552.0,1980-04-30,46,181.0,0.3278985507246377,1.0,5.0,9.0,3,35.1984482125389,129.091672765039,부산광역시 동래구 충렬대로 314,True,0.016304347826086956,420000000.0,16716921.963574959,-0.045454545454545414,-0.0337078651685393,,720000000.0,-0.41666666666666663,340000000.0,0.23529411764705888,2.0,True
A60776301,동래복천현대,동래구,복천동,446-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,370.0,1996-03-29,30,277.0,0.7486486486486487,0.0,0.0,7.0,2,35.207317387581,129.086135102383,부산광역시 동래구 복천로5번길 31,True,0.01891891891891892,,,,,0.06481632653061231,447000000.0,-0.31767337807606266,260000000.0,0.17307692307692313,0.0,True
A60776401,삼환나우빌,동래구,사직동,1019,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,470.0,2010-08-02,16,524.0,1.1148936170212767,2.0,7.0,27.0,4,35.2002148659212,129.055601651881,부산광역시 동래구 쇠미로 72,True,0.0574468085106383,,,,0.09000825763831544,0.125,600000000.0,-0.15000000000000002,350000000.0,0.4571428571428571,4.0,False
A60776402,사직2차쌍용예가,동래구,사직동,1020,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,625.0,2010-11-22,15,835.0,1.336,5.0,13.0,36.0,2,35.1988241040139,129.056668295591,부산광역시 동래구 쇠미로40번길 55,True,0.0576,513000000.0,19917642.214247894,0.010837438423645374,0.04252049180327866,0.14559819413092545,665000000.0,-0.3007518796992481,343000000.0,0.3556851311953353,11.0,False
A60777205,안락SKVIEW,동래구,안락동,472-57,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,1898.0,1999-05-19,27,2641.0,1.3914646996838778,8.0,28.0,70.0,4,35.1948135944524,129.111846754195,부산광역시 동래구 충렬대로 487,True,0.0368809272918862,420000000.0,16313559.322033899,0.10526315789473695,0.01040312093628093,-0.009020618556700999,532500000.0,-0.21126760563380287,282000000.0,0.4893617021276595,9.0,False
A60777604,안락현대,동래구,안락동,15-26,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,738.0,2001-03-31,25,812.0,1.100271002710027,6.0,18.0,30.0,5,35.2005767533328,129.11375378447,부산광역시 동래구 삼어로 9,True,0.04065040650406504,346000000.0,13459860.898267122,0.024426350851221246,0.039453717754172946,-0.02124542124542128,445000000.0,-0.22247191011235956,288000000.0,0.20138888888888884,4.0,False
A60777701,성완아이렉스,동래구,온천동,46-6,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,144.0,2003-11-13,22,113.0,0.7847222222222222,1.0,3.0,9.0,4,35.2225929282981,129.081741279811,부산광역시 동래구 금강로 160-1,True,0.0625,,,,,-0.032258064516129004,279000000.0,-0.24731182795698925,210000000.0,0.0,0.0,True
A60777805,삼익,동래구,온천동,397-6,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,432.0,1978-12-11,47,255.0,0.5902777777777778,1.0,4.0,11.0,3,35.2131533810125,129.074840755826,부산광역시 동래구 금강로 28,True,0.02546296296296296,,,,0.10643274853801166,-0.08999999999999997,850000000.0,-0.44352941176470584,367000000.0,0.28882833787465945,1.0,True
A60777905,동래대우,동래구,온천동,1457-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,497.0,2002-01-18,24,457.0,0.9195171026156942,1.0,4.0,17.0,2,35.2037425187501,129.075042515501,부산광역시 동래구 충렬대로140번길 32,True,0.03420523138832998,500000000.0,19419235.39997152,0.07526881720430101,0.050000000000000044,0.023665382498624155,570000000.0,-0.1228070175438597,377500000.0,0.32450331125827825,4.0,False
A60778006,삼정그린코아,동래구,온천동,1654,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,497.0,2003-11-13,22,518.0,1.0422535211267605,3.0,10.0,20.0,5,35.2063779508598,129.057665712745,부산광역시 동래구 쇠미로129번길 91,True,0.04024144869215292,213500000.0,8292725.988700565,0.11633986928104578,-0.07977528089887642,-0.01839080459770115,295000000.0,-0.28135593220338984,185000000.0,0.145945945945946,6.0,False
A60778304,동래SKVIEW,동래구,온천동,758-12,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,342.0,2006-01-20,20,427.0,1.2485380116959064,0.0,4.0,15.0,2,35.2115934932872,129.075675956273,부산광역시 동래구 중앙대로1381번길 52,True,0.043859649122807015,,,,0.0025316455696202667,0.12287334593572785,767500000.0,-0.21824104234527686,480000000.0,0.25,2.0,True
A60778502,강변뜨란채,동래구,안락동,1251,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,814.0,2006-04-28,20,816.0,1.0024570024570025,4.0,13.0,33.0,3,35.195538188241,129.102446944314,부산광역시 동래구 안남로 79,True,0.04054054054054054,566000000.0,21994818.652849738,-0.0017636684303351524,0.15494393476044843,0.125,648000000.0,-0.12654320987654322,362500000.0,0.5613793103448277,2.0,True
A60778608,사직쌍용예가,동래구,사직동,1017,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,2947.0,2006-12-07,19,3853.0,1.307431286053614,29.0,57.0,185.0,4,35.1965420197669,129.057521614564,부산광역시 동래구 사직로 80,True,0.06277570410587038,542000000.0,21051021.00865062,-0.029543419874664245,0.0031963470319633647,0.1856449001618996,707000000.0,-0.23338048090523333,345000000.0,0.5710144927536231,30.0,False
A60780103,한신,동래구,낙민동,93-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,436.0,1999-04-09,27,350.0,0.8027522935779816,3.0,8.0,19.0,4,35.1937221145843,129.098099045106,부산광역시 동래구 안남로 46,True,0.04357798165137615,345000000.0,13405157.188272694,0.0,0.029850746268656803,-0.05555555555555558,447000000.0,-0.22818791946308725,274000000.0,0.25912408759124084,4.0,False
A60780104,중앙하이츠2,동래구,낙민동,90-6,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,511.0,1996-06-17,30,320.0,0.6262230919765166,4.0,10.0,27.0,2,35.1942207793998,129.095775567402,부산광역시 동래구 안남로 36,True,0.05283757338551859,,,,0.05087014725568939,0.08571428571428563,470000000.0,-0.19148936170212771,281000000.0,0.35231316725978656,2.0,True
A60780108,한일유앤아이,동래구,낙민동,77-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,935.0,2007-07-31,19,1318.0,1.409625668449198,10.0,16.0,30.0,4,35.1957851549524,129.092865300179,부산광역시 동래구 온천천로339번길 28,True,0.03208556149732621,471500000.0,18308438.86126323,-0.03083247687564239,-0.03880597014925369,0.0652173913043479,610000000.0,-0.22786885245901645,370000000.0,0.27297297297297307,7.0,False
A60780701,영산무지개타운,동래구,명장동,25-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,186.0,1993-06-26,33,130.0,0.6989247311827957,0.0,1.0,8.0,2,35.204982211851,129.098579243599,부산광역시 동래구 충렬사로67번길 13,True,0.043010752688172046,,,,-0.07912087912087917,-0.06888888888888889,295000000.0,-0.28983050847457625,180000000.0,0.16388888888888897,1.0,True
A60780702,명장유림노르웨이숲,동래구,명장동,300-106,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,221.0,2004-06-04,22,223.0,1.009049773755656,0.0,2.0,3.0,4,35.2075794008096,129.099868348115,부산광역시 동래구 시실로 181,True,0.013574660633484163,,,,,,370000000.0,-0.15540540540540537,260000000.0,0.20192307692307687,0.0,True
A60780703,국제파크,동래구,명장동,26-24,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,255.0,1996-05-23,30,206.0,0.807843137254902,2.0,2.0,4.0,4,35.205797845905,129.100225846451,부산광역시 동래구 충렬사로 81,True,0.01568627450980392,265000000.0,10312500.0,,-0.1166666666666667,0.04823747680890533,342000000.0,-0.22514619883040932,240000000.0,0.10416666666666674,1.0,True
A60781204,명장경동,동래구,명장동,22-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,335.0,1992-05-25,34,337.0,1.0059701492537314,1.0,2.0,4.0,1,35.2070824492915,129.101808154632,부산광역시 동래구 명서로 182,True,0.011940298507462687,230000000.0,8939929.328621907,-0.04166666666666663,-0.17543859649122806,-0.1887417218543046,405000000.0,-0.4320987654320988,230000000.0,0.0,2.0,True
A60781502,유원,동래구,사직동,632-94,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,236.0,1992-12-02,33,205.0,0.8686440677966102,1.0,1.0,3.0,3,35.2041753489932,129.055055798796,부산광역시 동래구 쇠미로119번길 85,True,0.012711864406779662,84000000.0,3270024.7729149465,,-0.30000000000000004,-0.24584103512014788,174000000.0,-0.5172413793103448,84000000.0,0.0,1.0,True
A60781701,사직자이,동래구,사직동,93-8,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,249.0,2007-04-25,19,550.0,2.208835341365462,0.0,4.0,12.0,1,35.1968419384409,129.061847707503,부산광역시 동래구 사직로 36,True,0.04819277108433735,,,,,,,,,,,
A60782005,삼정그린코아,동래구,사직동,981-100,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,874.0,1998-07-25,28,929.0,1.062929061784897,13.0,16.0,42.0,5,35.1973800328824,129.053152177356,부산광역시 동래구 쇠미로 37,True,0.04805491990846682,285000000.0,11096035.865974516,,0.09615384615384626,-0.06028368794326244,363000000.0,-0.2148760330578512,220000000.0,0.2954545454545454,3.0,False
A60782204,새동래1(가~라동),동래구,수안동,6-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,424.0,1979-11-24,46,223.0,0.5259433962264151,1.0,2.0,7.0,4,35.1999785601655,129.082835125892,부산광역시 동래구 명륜로75번길 31,True,0.01650943396226415,,,,,,440000000.0,-0.19318181818181823,355000000.0,0.0,0.0,True
A60782205,한진,동래구,수안동,666-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,499.0,1996-09-20,30,342.0,0.685370741482966,2.0,5.0,24.0,2,35.2018228547911,129.080330624903,부산광역시 동래구 충렬대로200번길 25,True,0.04809619238476954,,,,,-0.05555555555555558,520000000.0,-0.1826923076923077,375000000.0,0.1333333333333333,1.0,True
A60782301,조성하이츠,동래구,수안동,32-3,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,163.0,1998-05-13,28,128.0,0.7852760736196319,1.0,5.0,8.0,2,35.1967874391207,129.084021285497,부산광역시 동래구 온천천로 273,True,0.049079754601226995,310000000.0,12065102.016747255,-0.0461538461538461,0.11403508771929816,-0.03125,360000000.0,-0.13888888888888884,230000000.0,0.34782608695652173,2.0,True
A60782402,금양해바라기1,동래구,수안동,665-3,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,216.0,1979-06-22,47,185.0,0.8564814814814815,2.0,4.0,17.0,4,35.2007741697571,129.081222575291,부산광역시 동래구 충렬대로202번길 14,True,0.0787037037037037,,,,,0.01819848975188787,635000000.0,-0.2420944881889764,427000000.0,0.12709601873536291,0.0,True
A60782403,금양해바라기2,동래구,수안동,665-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,228.0,1981-01-20,45,197.0,0.8640350877192983,2.0,7.0,27.0,4,35.2007741697571,129.081222575291,부산광역시 동래구 충렬대로202번길 14,True,0.11842105263157894,491000000.0,19071327.68361582,,,0.030971128608923815,510000000.0,-0.03725490196078429,442500000.0,0.1096045197740112,1.0,True
A60782501,에스케이쁘띠메종,동래구,안락동,15-3,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,346.0,2000-06-23,26,355.0,1.0260115606936415,2.0,4.0,15.0,2,35.198921678749,129.113693540349,부산광역시 동래구 삼어로 12,True,0.04335260115606936,332500000.0,12943848.059454996,-0.016272189349112454,0.005952380952380931,-0.002949852507374673,437000000.0,-0.25629290617848965,272000000.0,0.19485294117647056,3.0,False
A60782701,화목,동래구,안락동,962,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,793.0,1990-08-31,36,669.0,0.8436317780580076,1.0,7.0,15.0,2,35.2028961368731,129.096894952043,부산광역시 동래구 충렬사로 39,True,0.018915510718789406,240000000.0,9323131.253678633,0.1428571428571428,-0.08902691511387162,-0.05991735537190079,425000000.0,-0.43529411764705883,205000000.0,0.1707317073170731,6.0,False
A60783003,안락뜨란채1단지,동래구,안락동,1240,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,464.0,2005-07-05,21,465.0,1.0021551724137931,1.0,4.0,14.0,2,35.194764418105,129.107600332947,부산광역시 동래구 연안로 71,True,0.03017241379310345,,,,-0.09413067552602439,0.017857142857142794,593000000.0,-0.311973018549747,356000000.0,0.146067415730337,2.0,True
A60783101,르 메이에르 동래타운,동래구,온천동,152-18,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,226.0,2005-08-12,21,313.0,1.3849557522123894,0.0,1.0,3.0,3,35.2210794289231,129.083527848752,부산광역시 동래구 금강공원로20번길 46,True,0.01327433628318584,,,,0.048387096774193505,-0.037878787878787845,450000000.0,-0.2777777777777778,310000000.0,0.048387096774193505,1.0,True
A60783104,SK허브올리브,동래구,온천동,161-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,440.0,2006-04-28,20,268.0,0.6090909090909091,1.0,8.0,19.0,2,35.2185947957268,129.084118251771,부산광역시 동래구 금강공원로 2,True,0.04318181818181818,,,,,,,,,,,
A60783305,협성스카이라인80,동래구,온천동,172-35,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,440.0,2004-09-03,22,159.0,0.3613636363636364,2.0,6.0,11.0,1,35.2179843706886,129.083489457867,부산광역시 동래구 중앙대로1473번길 14-12,True,0.025,,,,,,,,,,,
A60783306,벽산아스타,동래구,온천동,178-7,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,648.0,2008-02-21,18,1129.0,1.742283950617284,3.0,5.0,15.0,3,35.2174793929872,129.082440819139,부산광역시 동래구 중앙대로1473번길 13,True,0.023148148148148147,546500000.0,21223051.21446055,0.02822201317027284,0.06194690265486735,0.061430010070493424,700000000.0,-0.2192857142857143,378000000.0,0.4457671957671958,4.0,False
A60783402,신화타워,동래구,온천동,456-29,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,274.0,1999-03-19,27,169.0,0.6167883211678832,2.0,7.0,9.0,2,35.2139908304623,129.079533969472,부산광역시 동래구 온천장로 20,True,0.032846715328467155,295000000.0,11490793.201133145,0.04982206405693956,-0.006734006734006703,0.07832422586520948,370000000.0,-0.20270270270270274,225000000.0,0.3111111111111111,4.0,False
A60783701,대동타운,동래구,온천동,1129-4,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,170.0,1998-02-20,28,131.0,0.7705882352941177,1.0,5.0,6.0,3,35.2109986255449,129.066735911916,부산광역시 동래구 금정마을로 120,True,0.03529411764705882,275000000.0,10682754.561506767,-0.17910447761194026,0.08928571428571419,0.05660377358490565,335000000.0,-0.17910447761194026,230000000.0,0.19565217391304346,2.0,True
A60783703,온천화신아파트,동래구,온천동,1129-2,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,210.0,1991-03-14,35,197.0,0.9380952380952381,0.0,0.0,1.0,2,35.2111275824039,129.064132592803,부산광역시 동래구 쇠미로235번길 9,True,0.004761904761904762,,,,,,292500000.0,-0.14529914529914534,150000000.0,0.6666666666666667,0.0,True
A60783802,동래SKVIEW2차,동래구,온천동,423-2,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,190.0,2008-11-17,17,420.0,2.210526315789474,0.0,0.0,3.0,1,35.2129486834609,129.076551015911,부산광역시 동래구 금강로 48,True,0.015789473684210527,,,,,,,,,,,
A60784001,대륙코리아나,동래구,온천동,1650,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,183.0,1995-11-11,30,136.0,0.7431693989071039,1.0,2.0,7.0,2,35.2051069642959,129.058354435146,부산광역시 동래구 쇠미로129번길 67,True,0.03825136612021858,,,,0.2606060606060605,,240000000.0,-0.1333333333333333,165000000.0,0.2606060606060605,1.0,True
A60784004,새온천화신동영,동래구,온천동,1600,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,464.0,1995-08-31,31,345.0,0.7435344827586207,0.0,3.0,14.0,4,35.2049198335584,129.060126503007,부산광역시 동래구 쇠미로129번길 62-12,True,0.03017241379310345,,,,,0.02941176470588225,220000000.0,-0.20454545454545459,150000000.0,0.16666666666666674,0.0,True
A60784207,반도보라스카이뷰,동래구,온천동,1412-1,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,1149.0,2006-01-06,20,1394.0,1.2132288946910357,9.0,14.0,37.0,3,35.2039561227134,129.069034526705,부산광역시 동래구 아시아드대로 234,True,0.03220191470844212,578500000.0,22481719.89074113,0.0614678899082568,0.03925233644859816,0.1276268580215274,677500000.0,-0.170479704797048,380000000.0,0.47894736842105257,9.0,False
A60784302,동영,동래구,온천동,1459-5,부산광역시,26260,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,215.0,1992-04-13,34,192.0,0.8930232558139535,3.0,5.0,7.0,5,35.2029718249172,129.075180782235,부산광역시 동래구 충렬대로140번길 56,True,0.03255813953488372,344500000.0,13381385.72551698,0.019230769230769162,-0.05189340813464238,0.008522727272727293,410000000.0,-0.07317073170731703,280000000.0,0.3571428571428572,3.0,False
A60802001,대연힐스테이트푸르지오,남구,대연동,1858,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,2304.0,2013-05-31,13,3236.0,1.4045138888888888,20.0,42.0,105.0,4,35.1398875289479,129.103520204194,부산광역시 남구 수영로 345,True,0.045572916666666664,1005000000.0,39160467.58767269,0.004999999999999893,0.021656050955414008,0.12570462232243518,1085000000.0,-0.07373271889400923,660000000.0,0.5227272727272727,25.0,False
A60804001,문현이안,남구,문현동,374-1,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,244.0,2007-05-25,19,401.0,1.6434426229508197,1.0,2.0,10.0,3,35.1382735598284,129.068194986879,부산광역시 남구 전포대로 16,True,0.040983606557377046,,,,,-0.03614457831325302,479000000.0,-0.12317327766179542,357000000.0,0.17647058823529416,0.0,True
A60804002,문현동태영데시앙,남구,문현동,390-24,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,388.0,2006-07-28,20,431.0,1.1108247422680413,3.0,9.0,12.0,3,35.140789550594,129.067622898285,부산광역시 남구 전포대로 38,True,0.030927835051546393,415000000.0,16190833.115603374,0.13698630136986312,0.00911458333333326,-0.03396226415094339,530000000.0,-0.21698113207547165,330000000.0,0.25757575757575757,5.0,False
A60804003,삼성,남구,문현동,395,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,916.0,2001-05-18,25,1261.0,1.3766375545851528,9.0,17.0,30.0,4,35.1384099080591,129.069055005484,부산광역시 남구 전포대로20번길 15,True,0.03275109170305677,404500000.0,15731879.78786093,-0.0012345679012345512,0.018867924528301883,0.05882352941176472,580000000.0,-0.2801724137931034,310000000.0,0.346774193548387,11.0,False
A60804303,벽산기린,남구,문현동,351-12,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,300.0,1990-11-19,35,250.0,0.8333333333333334,4.0,4.0,6.0,1,35.1348944789754,129.071759407674,부산광역시 남구 지게골로 52-15,True,0.02,256500000.0,9995866.79263108,,0.026000000000000023,-0.013461538461538414,328000000.0,-0.22865853658536583,195000000.0,0.2974358974358975,4.0,False
A60806001,우암중앙하이츠아파트,남구,우암동,101-1,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,465.0,2004-12-10,21,454.0,0.9763440860215054,4.0,5.0,12.0,3,35.1267240387866,129.081954876069,부산광역시 남구 유엔로 46,True,0.025806451612903226,285000000.0,11090134.190045958,0.010638297872340496,-0.022413793103448265,-0.050000000000000044,350000000.0,-0.18571428571428572,256500000.0,0.11111111111111116,3.0,False
A60806104,동일,남구,우암동,67,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,312.0,1988-07-28,38,195.0,0.625,0.0,0.0,0.0,4,35.125613410547,129.07866638816,부산광역시 남구 유엔로 1-1,True,0.0,,,,,,295000000.0,-0.05084745762711862,200000000.0,0.3999999999999999,0.0,True
A60809001,롯데캐슬아인스,남구,용호동,776-12,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,430.0,2007-01-15,19,413.0,0.9604651162790697,2.0,5.0,16.0,2,35.1117075093488,129.113949372625,부산광역시 남구 용호로231번길 62,True,0.037209302325581395,298000000.0,11583311.738792432,0.07194244604316546,-0.06265256305939793,0.02758620689655178,400000000.0,-0.255,236000000.0,0.2627118644067796,2.0,True
A60809002,GS하이츠자이,남구,용호동,197,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,1149.0,2008-04-03,18,2336.0,2.0330722367275893,1.0,15.0,53.0,2,35.1326695529587,129.10968594313,부산광역시 남구 신선로 566,True,0.04612706701479547,,,,0.012809055704497974,0.050498753117206974,985000000.0,-0.19035532994923854,580000000.0,0.375,5.0,False
A60809003,오륙도에스케이뷰,남구,용호동,944,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,3000.0,2008-10-31,17,5755.0,1.9183333333333332,16.0,46.0,88.0,3,35.1021956998737,129.116762696896,부산광역시 남구 오륙도로 85,True,0.029333333333333333,445000000.0,17283872.15230993,0.011363636363636465,0.020172910662824117,-0.06648936170212771,730000000.0,-0.44452054794520546,376000000.0,0.07845744680851063,19.0,False
A60809004,엘지메트로시티4-2(215~220동),남구,용호동,176-30,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,7374.0,2001-06-16,25,12467.0,1.6906699213452672,50.0,110.0,268.0,5,35.1272669147748,129.109040555258,부산광역시 남구 분포로 113,True,0.03634391103878492,515000000.0,20007179.563937534,0.008814887365328206,0.00835791543756148,0.03544303797468351,815000000.0,-0.36441717791411044,410000000.0,0.2634146341463415,47.0,False
A60809201,벽산화이트타워,남구,용호동,776-3,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,343.0,1994-12-15,31,222.0,0.6472303206997084,2.0,2.0,7.0,2,35.1106451130922,129.116180925431,부산광역시 남구 용호로269번길 90,True,0.02040816326530612,,,,,-0.09517045454545459,246000000.0,-0.3150406504065041,150000000.0,0.1233333333333333,0.0,True
A60871104,현대아이파크,남구,용당동,99-10,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,748.0,2002-12-28,23,759.0,1.0147058823529411,6.0,9.0,20.0,4,35.1188530196986,129.099496778368,부산광역시 남구 동명로 26,True,0.026737967914438502,249000000.0,9671348.35097449,-0.11858407079646016,-0.04347826086956519,0.10000000000000009,340000000.0,-0.26764705882352946,220000000.0,0.13181818181818183,3.0,False
A60872101,시티프라자,남구,문현동,363-1,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,521.0,1999-07-15,27,535.0,1.0268714011516316,6.0,16.0,28.0,6,35.1362909579584,129.070460615253,부산광역시 남구 수영로 26,True,0.053742802303262956,295000000.0,11464405.582052639,0.01724137931034475,0.008620689655172376,,365000000.0,-0.1917808219178082,264000000.0,0.11742424242424243,2.0,True
A60874408,부산대연동푸르지오,남구,대연동,93-3,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,678.0,2005-01-13,21,693.0,1.0221238938053097,3.0,7.0,19.0,6,35.1387844865167,129.101979990195,부산광역시 남구 수영로325번길 12,True,0.028023598820058997,710000000.0,27577683.61581921,,-0.017980636237897696,0.0992366412213741,800000000.0,-0.09999999999999998,547000000.0,0.3162705667276051,2.0,True
A60875202,유창그린2차,남구,감만동,189-78,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,365.0,2012-02-13,14,312.0,0.8547945205479452,0.0,3.0,8.0,5,35.1154385444699,129.087557054455,부산광역시 남구 양지골로 134,True,0.021917808219178082,,,,,0.03571428571428581,262500000.0,-0.4666666666666667,120000000.0,0.16666666666666674,0.0,True
A60875301,감만현대3,남구,감만동,233-1,부산광역시,26290,busan,부산,BUSAN,부산광역시,BUSAN_CORE,True,False,244.0,1997-05-07,29,162.0,0.6639344262295082,1.0,1.0,5.0,2,35.1118892548776,129.084246860573,부산광역시 남구 우암로2번길 30,True,0.020491803278688523,,,,,,,,,,,
